image,gt_index,gt_cls,best_iou,best_iou_score,best_score,best_score_iou
0944f60d-0s1b_0072.jpg,0,silver,0.7293548375785653,0.7587440609931946,0.7587440609931946,0.7293548375785653
0a5494ee-1s0b_0140.jpg,0,black,0.8408403817556099,0.8404397368431091,0.8404397368431091,0.8408403817556099
0a8ac0b8-0s1b_0244.jpg,0,silver,0.8102486258334402,0.7979388236999512,0.7979388236999512,0.8102486258334402
1aea1225-0s1b_0093.jpg,0,silver,0.7695169388439748,0.6970918774604797,0.6970918774604797,0.7695169388439748
1d148d11-2s1b_0010.jpg,0,silver,0.7129658539409269,0.6551844477653503,0.6551844477653503,0.7129658539409269
1d148d11-2s1b_0010.jpg,1,black,0.8229871092255908,0.8027877807617188,0.8027877807617188,0.8229871092255908
1d148d11-2s1b_0010.jpg,2,black,0.7956313932226824,0.7421534061431885,0.8027877807617188,0.0
1fdd2017-1s1b_0213.jpg,0,silver,0.7451579785850455,0.7184762954711914,0.7184762954711914,0.7451579785850455
1fdd2017-1s1b_0213.jpg,1,black,0.8388543823781047,0.7476811408996582,0.7476811408996582,0.8388543823781047
22c843f0-2s1b_0075.jpg,0,silver,0.8541536963619892,0.788252055644989,0.788252055644989,0.8541536963619892
22c843f0-2s1b_0075.jpg,1,black,0.7865711283321347,0.7534002661705017,0.8617826700210571,0.0
22c843f0-2s1b_0075.jpg,2,black,0.8261001636306426,0.8617826700210571,0.8617826700210571,0.8261001636306426
296fcbf7-0s1b_0179.jpg,0,silver,0.6477666051990189,0.6261498928070068,0.6261498928070068,0.6477666051990189
4638f2e6-1s1b_0141.jpg,0,silver,0.8808725273496524,0.8082577586174011,0.8082577586174011,0.8808725273496524
4638f2e6-1s1b_0141.jpg,1,black,0.7949480115409571,0.7019681930541992,0.7019681930541992,0.7949480115409571
4c96b514-0s1b_0166.jpg,0,silver,0.7132105362917179,0.6923738121986389,0.6923738121986389,0.7132105362917179
53057841-1s1b_0078.jpg,0,black,0.8036572357880295,0.8214370608329773,0.8214370608329773,0.8036572357880295
53057841-1s1b_0078.jpg,1,silver,0.7688900042281696,0.5638939738273621,0.5638939738273621,0.7688900042281696
7a519590-1s1b_0001.jpg,0,black,0.9358050841462294,0.8303026556968689,0.8303026556968689,0.9358050841462294
7a519590-1s1b_0001.jpg,1,silver,0.9101097732988326,0.799909234046936,0.799909234046936,0.9101097732988326
9d35812d-1s1b_0053.jpg,0,black,0.8609712726002137,0.8158982992172241,0.8158982992172241,0.8609712726002137
9d35812d-1s1b_0053.jpg,1,silver,0.879366841892005,0.8498777151107788,0.8498777151107788,0.879366841892005
abbfb823-1s1b_0207.jpg,0,black,0.7225545841507682,0.7746675610542297,0.7746675610542297,0.7225545841507682
abbfb823-1s1b_0207.jpg,1,silver,0.8909271539201368,0.7829471826553345,0.7829471826553345,0.8909271539201368
bb1464e7-1s0b_0083.jpg,0,black,0.8309592493211128,0.7698346972465515,0.7698346972465515,0.8309592493211128
c3e01e50-0s1b_0118.jpg,0,silver,0.5967526607854964,0.7311018705368042,0.7311018705368042,0.5967526607854964
d2a052b8-0s1b_0029.jpg,0,silver,0.8175011208180287,0.35571545362472534,0.35571545362472534,0.8175011208180287
d37e102a-0s1b_0245.jpg,0,silver,0.8000382812956316,0.7324987649917603,0.7324987649917603,0.8000382812956316
d3ddadbc-2s1b_0142.jpg,0,black,0.8730802917264839,0.852189302444458,0.852189302444458,0.8730802917264839
d3ddadbc-2s1b_0142.jpg,1,black,0.8167821369967777,0.7065567374229431,0.852189302444458,0.0
d3ddadbc-2s1b_0142.jpg,2,silver,0.8404735224594134,0.8342069983482361,0.8342069983482361,0.8404735224594134
fa76e0b5-1s1b_0247.jpg,0,black,0.8203851939807413,0.7992659211158752,0.7992659211158752,0.8203851939807413
fa76e0b5-1s1b_0247.jpg,1,silver,0.7013368324263917,0.6964030265808105,0.6964030265808105,0.7013368324263917
