image,gt_index,gt_cls,best_iou,best_iou_score,best_score,best_score_iou
0944f60d-0s1b_0072.jpg,0,silver,0.7089997171254818,0.50341796875,0.50341796875,0.7089997171254818
0a5494ee-1s0b_0140.jpg,0,black,0.797772277202483,0.50341796875,0.50341796875,0.797772277202483
0a8ac0b8-0s1b_0244.jpg,0,silver,0.7805882993065046,0.50341796875,0.50341796875,0.7805882993065046
1aea1225-0s1b_0093.jpg,0,silver,0.8481438108710632,0.50341796875,0.50341796875,0.8481438108710632
1d148d11-2s1b_0010.jpg,0,silver,0.759041373336165,0.50341796875,0.50341796875,0.759041373336165
1d148d11-2s1b_0010.jpg,1,black,0.7885606017019536,0.50341796875,0.50341796875,0.0
1d148d11-2s1b_0010.jpg,2,black,0.8400440384699185,0.50341796875,0.50341796875,0.8400440384699185
1fdd2017-1s1b_0213.jpg,0,silver,0.7517314476717877,0.50341796875,0.50341796875,0.7517314476717877
1fdd2017-1s1b_0213.jpg,1,black,0.8120595030184828,0.50341796875,0.50341796875,0.8120595030184828
22c843f0-2s1b_0075.jpg,0,silver,0.745383075126819,0.50341796875,0.50341796875,0.745383075126819
22c843f0-2s1b_0075.jpg,1,black,0.7589631352032364,0.50341796875,0.50341796875,0.7589631352032364
22c843f0-2s1b_0075.jpg,2,black,0.7510902915575539,0.50341796875,0.50341796875,0.0
296fcbf7-0s1b_0179.jpg,0,silver,0.6349674248503931,0.3486328125,0.3486328125,0.6349674248503931
4638f2e6-1s1b_0141.jpg,0,silver,0.9206751028844593,0.50341796875,0.50341796875,0.9206751028844593
4638f2e6-1s1b_0141.jpg,1,black,0.6863795808862606,0.50341796875,0.50341796875,0.6863795808862606
4c96b514-0s1b_0166.jpg,0,silver,0.6791943900273136,0.50341796875,0.50341796875,0.6791943900273136
53057841-1s1b_0078.jpg,0,black,0.8114658251318132,0.50341796875,0.50341796875,0.8114658251318132
53057841-1s1b_0078.jpg,1,silver,0.7251564675934961,0.0335693359375,0.0335693359375,0.7251564675934961
7a519590-1s1b_0001.jpg,0,black,0.9155181183520502,0.50341796875,0.50341796875,0.9155181183520502
7a519590-1s1b_0001.jpg,1,silver,0.9189554074424832,0.50341796875,0.50341796875,0.9189554074424832
9d35812d-1s1b_0053.jpg,0,black,0.8461720541993182,0.50341796875,0.50341796875,0.8461720541993182
9d35812d-1s1b_0053.jpg,1,silver,0.9174383020595364,0.50341796875,0.50341796875,0.9174383020595364
abbfb823-1s1b_0207.jpg,0,black,0.7823354105843012,0.390625,0.390625,0.7823354105843012
abbfb823-1s1b_0207.jpg,1,silver,0.80497900191307,0.50341796875,0.50341796875,0.80497900191307
bb1464e7-1s0b_0083.jpg,0,black,0.7203056647679345,0.50341796875,0.50341796875,0.7203056647679345
c3e01e50-0s1b_0118.jpg,0,silver,0.650542758596529,0.50341796875,0.50341796875,0.650542758596529
d2a052b8-0s1b_0029.jpg,0,silver,0.7216323558615424,0.50341796875,0.50341796875,0.7216323558615424
d37e102a-0s1b_0245.jpg,0,silver,0.8949540867785696,0.50341796875,0.50341796875,0.8949540867785696
d3ddadbc-2s1b_0142.jpg,0,black,0.9201037492307663,0.50341796875,0.50341796875,0.0
d3ddadbc-2s1b_0142.jpg,1,black,0.8239965308351879,0.50341796875,0.50341796875,0.8239965308351879
d3ddadbc-2s1b_0142.jpg,2,silver,0.7230299307756944,0.50341796875,0.50341796875,0.7230299307756944
fa76e0b5-1s1b_0247.jpg,0,black,0.8130125262975862,0.50341796875,0.50341796875,0.8130125262975862
fa76e0b5-1s1b_0247.jpg,1,silver,0.685528786734197,0.50341796875,0.50341796875,0.685528786734197
