image,gt_index,gt_cls,best_iou,best_iou_score,best_score,best_score_iou
0944f60d-0s1b_0072.jpg,0,silver,0.7077836347837777,0.50341796875,0.50341796875,0.7077836347837777
0a5494ee-1s0b_0140.jpg,0,black,0.8443527554536548,0.50341796875,0.50341796875,0.8443527554536548
0a8ac0b8-0s1b_0244.jpg,0,silver,0.7752334358379592,0.50341796875,0.50341796875,0.7752334358379592
1aea1225-0s1b_0093.jpg,0,silver,0.7228166600763773,0.50341796875,0.50341796875,0.7228166600763773
1d148d11-2s1b_0010.jpg,0,silver,0.8222078425529011,0.50341796875,0.50341796875,0.8222078425529011
1d148d11-2s1b_0010.jpg,1,black,0.7837352813476982,0.50341796875,0.50341796875,0.0
1d148d11-2s1b_0010.jpg,2,black,0.820603532817104,0.50341796875,0.50341796875,0.820603532817104
1fdd2017-1s1b_0213.jpg,0,silver,0.7475629155315645,0.50341796875,0.50341796875,0.7475629155315645
1fdd2017-1s1b_0213.jpg,1,black,0.8146043621124545,0.50341796875,0.50341796875,0.8146043621124545
22c843f0-2s1b_0075.jpg,0,silver,0.8723152015623563,0.50341796875,0.50341796875,0.8723152015623563
22c843f0-2s1b_0075.jpg,1,black,0.777538544511667,0.50341796875,0.50341796875,0.777538544511667
22c843f0-2s1b_0075.jpg,2,black,0.8114048811371766,0.50341796875,0.50341796875,0.0
296fcbf7-0s1b_0179.jpg,0,silver,0.6303082418222208,0.50341796875,0.50341796875,0.6303082418222208
4638f2e6-1s1b_0141.jpg,0,silver,0.9279274410552409,0.50341796875,0.50341796875,0.9279274410552409
4638f2e6-1s1b_0141.jpg,1,black,0.6854516060192034,0.50341796875,0.50341796875,0.6854516060192034
4c96b514-0s1b_0166.jpg,0,silver,0.704949776171296,0.50341796875,0.50341796875,0.704949776171296
53057841-1s1b_0078.jpg,0,black,0.8086174482796132,0.50341796875,0.50341796875,0.8086174482796132
53057841-1s1b_0078.jpg,1,silver,0.794392075049581,0.1512451171875,0.1512451171875,0.794392075049581
7a519590-1s1b_0001.jpg,0,black,0.8684324350492242,0.50341796875,0.50341796875,0.8684324350492242
7a519590-1s1b_0001.jpg,1,silver,0.8927470904045306,0.50341796875,0.50341796875,0.8927470904045306
9d35812d-1s1b_0053.jpg,0,black,0.8437714284702891,0.50341796875,0.50341796875,0.8437714284702891
9d35812d-1s1b_0053.jpg,1,silver,0.8848383194699176,0.50341796875,0.50341796875,0.8848383194699176
abbfb823-1s1b_0207.jpg,0,black,0.7817267439361798,0.50341796875,0.50341796875,0.7817267439361798
abbfb823-1s1b_0207.jpg,1,silver,0.8225158059203047,0.50341796875,0.50341796875,0.8225158059203047
bb1464e7-1s0b_0083.jpg,0,black,0.7086712401512238,0.50341796875,0.50341796875,0.7086712401512238
c3e01e50-0s1b_0118.jpg,0,silver,0.64935479643091,0.50341796875,0.50341796875,0.64935479643091
d2a052b8-0s1b_0029.jpg,0,silver,0.6773192237189818,0.50341796875,0.50341796875,0.6773192237189818
d37e102a-0s1b_0245.jpg,0,silver,0.8627757381777444,0.50341796875,0.50341796875,0.8627757381777444
d3ddadbc-2s1b_0142.jpg,0,black,0.9202365428425132,0.50341796875,0.50341796875,0.0
d3ddadbc-2s1b_0142.jpg,1,black,0.826631177962432,0.50341796875,0.50341796875,0.826631177962432
d3ddadbc-2s1b_0142.jpg,2,silver,0.8575353039004378,0.50341796875,0.50341796875,0.8575353039004378
fa76e0b5-1s1b_0247.jpg,0,black,0.8095305522389069,0.50341796875,0.50341796875,0.8095305522389069
fa76e0b5-1s1b_0247.jpg,1,silver,0.679335915381106,0.50341796875,0.50341796875,0.679335915381106
